treatment_distribution,BinaryChoice,ad_interim_round,chose_AGV,chose_SM,chose_RAND,chose_NSQ,total
symmetric,AGV vs. SM,0,53.0,37.0,0.0,0.0,90.0
symmetric,AGV vs. SM,1,43.0,2.0,0.0,0.0,45.0
symmetric,SM vs. RAND,0,0.0,87.0,3.0,0.0,90.0
symmetric,SM vs. RAND,1,0.0,32.0,13.0,0.0,45.0
symmetric,AGV vs. RAND,0,67.0,0.0,23.0,0.0,90.0
symmetric,AGV vs. RAND,1,40.0,0.0,5.0,0.0,45.0
symmetric,AGV vs. NSQ,0,48.0,0.0,0.0,42.0,90.0
symmetric,AGV vs. NSQ,1,37.0,0.0,0.0,8.0,45.0
symmetric,NSQ vs. RAND,0,0.0,0.0,86.0,4.0,90.0
symmetric,NSQ vs. RAND,1,0.0,0.0,45.0,0.0,45.0
symmetric,SM vs. NSQ,0,0.0,75.0,0.0,15.0,90.0
symmetric,SM vs. NSQ,1,0.0,39.0,0.0,6.0,45.0
+7,AGV vs. SM,0,59.0,25.0,0.0,0.0,84.0
+7,AGV vs. SM,1,33.0,9.0,0.0,0.0,42.0
+7,SM vs. RAND,0,0.0,81.0,3.0,0.0,84.0
+7,SM vs. RAND,1,0.0,27.0,15.0,0.0,42.0
+7,AGV vs. RAND,0,70.0,0.0,14.0,0.0,84.0
+7,AGV vs. RAND,1,35.0,0.0,7.0,0.0,42.0
+7,AGV vs. NSQ,0,54.0,0.0,0.0,30.0,84.0
+7,AGV vs. NSQ,1,19.0,0.0,0.0,23.0,42.0
+7,NSQ vs. RAND,0,0.0,0.0,82.0,2.0,84.0
+7,NSQ vs. RAND,1,0.0,0.0,42.0,0.0,42.0
+7,SM vs. NSQ,0,0.0,76.0,0.0,8.0,84.0
+7,SM vs. NSQ,1,0.0,35.0,0.0,7.0,42.0
-7,AGV vs. SM,0,53.0,37.0,0.0,0.0,90.0
-7,AGV vs. SM,1,44.0,1.0,0.0,0.0,45.0
-7,SM vs. RAND,0,0.0,88.0,2.0,0.0,90.0
-7,SM vs. RAND,1,0.0,28.0,17.0,0.0,45.0
-7,AGV vs. RAND,0,73.0,0.0,17.0,0.0,90.0
-7,AGV vs. RAND,1,24.0,0.0,21.0,0.0,45.0
-7,AGV vs. NSQ,0,46.0,0.0,0.0,44.0,90.0
-7,AGV vs. NSQ,1,45.0,0.0,0.0,0.0,45.0
-7,NSQ vs. RAND,0,0.0,0.0,88.0,2.0,90.0
-7,NSQ vs. RAND,1,0.0,0.0,45.0,0.0,45.0
-7,SM vs. NSQ,0,0.0,76.0,0.0,14.0,90.0
-7,SM vs. NSQ,1,0.0,27.0,0.0,18.0,45.0
three neg,AGV vs. SM,0,24.0,12.0,0.0,0.0,36.0
three neg,AGV vs. SM,1,18.0,0.0,0.0,0.0,18.0
three neg,SM vs. RAND,0,0.0,35.0,1.0,0.0,36.0
three neg,SM vs. RAND,1,0.0,9.0,9.0,0.0,18.0
three neg,AGV vs. RAND,0,31.0,0.0,5.0,0.0,36.0
three neg,AGV vs. RAND,1,14.0,0.0,4.0,0.0,18.0
three neg,AGV vs. NSQ,0,21.0,0.0,0.0,15.0,36.0
three neg,AGV vs. NSQ,1,18.0,0.0,0.0,0.0,18.0
three neg,NSQ vs. RAND,0,0.0,0.0,34.0,2.0,36.0
three neg,NSQ vs. RAND,1,0.0,0.0,18.0,0.0,18.0
three neg,SM vs. NSQ,0,0.0,33.0,0.0,3.0,36.0
three neg,SM vs. NSQ,1,0.0,9.0,0.0,9.0,18.0
